Boundary Type, .005, .010, .015, .020, .025, .030, .035, .040, .045, .050, >.050, Average Delta, Number of Boundaries, Number of Positive Deltas, Number of Negative Deltas, STD of Delta
phones-stops, 0.31654676259, 0.474820143885, 0.611510791367, 0.762589928058, 0.856115107914, 0.920863309353, 0.942446043165, 0.956834532374, 0.971223021583, 0.978417266187, 1.0, -0.0110746171051, 139, 19, 99, 0.000198628863031
fricVoiced-fricVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
vowels-pause, 0.0, 0.125, 0.375, 0.625, 0.75, 0.75, 0.875, 1.0, 1.0, 1.0, 1.0, 0.0168502919004, 8, 7, 1, 0.000197322719424
stopsVoiced-nasals, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fric-approx, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0118306650614, 1, 0, 1, 0.0
stopsVoiceless-nasals, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fric-fricVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
nasals-pause, 0.2, 0.2, 0.4, 0.4, 0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 1.0, 0.0143690765001, 5, 3, 1, 0.0017181088945
fricVoiceless-stops, 0.285714285714, 0.571428571429, 0.571428571429, 0.714285714286, 0.714285714286, 0.857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00820800250594, 7, 3, 3, 0.000235196393872
approx-nasals, 0.3, 0.4, 0.5, 0.8, 0.9, 0.9, 0.9, 1.0, 1.0, 1.0, 1.0, 0.00335742706072, 10, 4, 3, 0.000284469243618
trill-nasals, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -0.04360578348, 1, 0, 1, 0.0
stopsVoiceless-fric, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, -0.0282411810901, 2, 0, 2, 0.000375508626568
phones-vowels, 0.435828877005, 0.614973262032, 0.75935828877, 0.863636363636, 0.930481283422, 0.967914438503, 0.978609625668, 0.986631016043, 0.994652406417, 0.994652406417, 1.0, -0.000175396437473, 374, 144, 148, 0.000176728575571
pause-nasals, 0.0, 0.333333333333, 0.333333333333, 0.333333333333, 0.666666666667, 0.666666666667, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0210670981758, 3, 0, 3, 8.39817922999e-05
stops-vowels, 0.450381679389, 0.679389312977, 0.778625954198, 0.885496183206, 0.954198473282, 0.992366412214, 0.992366412214, 0.992366412214, 0.992366412214, 0.992366412214, 1.0, -0.000826684528903, 131, 49, 59, 0.000146130179885
fricVoiceless-phones, 0.621951219512, 0.768292682927, 0.865853658537, 0.926829268293, 0.951219512195, 0.975609756098, 1.0, 1.0, 1.0, 1.0, 1.0, 0.000644143333243, 82, 29, 20, 9.79277685044e-05
consonants-stopsVoiceless, 0.448275862069, 0.551724137931, 0.586206896552, 0.793103448276, 0.793103448276, 0.896551724138, 0.931034482759, 0.965517241379, 0.965517241379, 0.965517241379, 1.0, -0.0074576879017, 29, 8, 13, 0.000268463468626
phones-consonants, 0.421171171171, 0.583333333333, 0.720720720721, 0.828828828829, 0.894144144144, 0.936936936937, 0.952702702703, 0.970720720721, 0.981981981982, 0.986486486486, 1.0, -0.00505642927868, 444, 110, 230, 0.000232104386714
vowels-phones, 0.422343324251, 0.591280653951, 0.738419618529, 0.841961852861, 0.91825613079, 0.956403269755, 0.964577656676, 0.975476839237, 0.983651226158, 0.986376021798, 1.0, -0.00568984844338, 367, 84, 201, 0.000205320631382
consonants-fric, 0.277777777778, 0.444444444444, 0.611111111111, 0.611111111111, 0.611111111111, 0.722222222222, 0.833333333333, 0.888888888889, 0.944444444444, 1.0, 1.0, 0.0011900649582, 18, 9, 7, 0.00053706979182
stopsVoiced-pause, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
stops-stopsVoiceless, 0.333333333333, 0.333333333333, 0.333333333333, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 1.0, 1.0, 1.0, 1.0, -0.0175164066465, 3, 0, 3, 0.000201565905178
pause-pause, 0.642857142857, 0.678571428571, 0.714285714286, 0.75, 0.821428571429, 0.857142857143, 0.928571428571, 1.0, 1.0, 1.0, 1.0, -0.00763373889077, 28, 1, 9, 0.000197824969353
trill-approx, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fric-stops, 0.285714285714, 0.571428571429, 0.571428571429, 0.714285714286, 0.714285714286, 0.857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00820800250594, 7, 3, 3, 0.000235196393872
pause-phones, 0.133333333333, 0.266666666667, 0.333333333333, 0.333333333333, 0.466666666667, 0.666666666667, 0.866666666667, 1.0, 1.0, 1.0, 1.0, -0.0208788214943, 15, 1, 13, 0.000190588595027
stopsVoiced-fricVoiceless, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00126925575029, 1, 1, 0, 0.0
vowels-fricVoiced, 0.333333333333, 0.5, 0.791666666667, 0.875, 0.916666666667, 0.958333333333, 0.958333333333, 0.958333333333, 0.958333333333, 0.958333333333, 1.0, 0.0033124498879, 24, 9, 12, 0.000460266808702
pause-stopsVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0271747775728, 1, 0, 1, 0.0
approx-trill, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
nasals-approx, 0.5, 0.666666666667, 0.833333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.000244977093454, 6, 2, 2, 9.52607450334e-05
consonants-stops, 0.5, 0.59375, 0.625, 0.8125, 0.8125, 0.90625, 0.9375, 0.96875, 0.96875, 0.96875, 1.0, -0.00675852966092, 32, 8, 13, 0.00024802030015
fricVoiced-stopsVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
stopsVoiceless-stops, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.000342371761161, 1, 0, 1, 0.0
approx-fricVoiceless, 0.25, 0.25, 0.75, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0131654938281, 4, 3, 0, 9.83020296819e-05
stops-consonants, 0.4, 0.6, 0.6, 0.7, 0.7, 0.7, 0.7, 0.9, 0.9, 1.0, 1.0, -0.00747157401067, 10, 2, 6, 0.000481889871252
phones-fricVoiced, 0.37037037037, 0.555555555556, 0.814814814815, 0.888888888889, 0.925925925926, 0.962962962963, 0.962962962963, 0.962962962963, 0.962962962963, 0.962962962963, 1.0, 0.00257827215001, 27, 9, 14, 0.000415715904344
phones-approx, 0.488372093023, 0.651162790698, 0.755813953488, 0.883720930233, 0.941860465116, 0.976744186047, 0.976744186047, 0.988372093023, 0.988372093023, 0.988372093023, 1.0, -0.00391379154551, 86, 21, 41, 0.000186656449114
fricVoiced-approx, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
consonants-consonants, 0.415584415584, 0.545454545455, 0.636363636364, 0.766233766234, 0.779220779221, 0.844155844156, 0.896103896104, 0.948051948052, 0.974025974026, 0.987012987013, 1.0, -0.00203740546771, 77, 26, 29, 0.000348735213452
stopsVoiced-consonants, 0.4, 0.6, 0.6, 0.8, 0.8, 0.8, 0.8, 1.0, 1.0, 1.0, 1.0, -0.0112604764705, 5, 1, 3, 0.000184290866381
consonants-trill, 0.5, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 0.00770798872296, 4, 1, 1, 0.000323807271787
fricVoiceless-consonants, 0.363636363636, 0.636363636364, 0.727272727273, 0.818181818182, 0.818181818182, 0.909090909091, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00679036920918, 11, 4, 5, 0.000164809424646
fric-fric, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0144313758203, 2, 2, 0, 0.000112562963759
phones-nasals, 0.525, 0.7125, 0.8, 0.8875, 0.925, 0.95, 0.9625, 0.9875, 1.0, 1.0, 1.0, -0.00242272642028, 80, 21, 25, 0.000151567118694
stopsVoiced-trill, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1, 0, 0, 0.0
fric-trill, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00757942129528, 1, 0, 1, 0.0
trill-pause, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
trill-vowels, 0.290322580645, 0.483870967742, 0.677419354839, 0.806451612903, 0.870967741935, 0.935483870968, 0.967741935484, 0.967741935484, 1.0, 1.0, 1.0, -0.00571576507235, 31, 9, 20, 0.000216380482089
fricVoiceless-fricVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fric-consonants, 0.4, 0.6, 0.666666666667, 0.733333333333, 0.733333333333, 0.866666666667, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00100710953092, 15, 7, 5, 0.000259370011216
approx-fric, 0.428571428571, 0.571428571429, 0.857142857143, 0.857142857143, 0.857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00611093229329, 7, 3, 2, 0.00013131385114
consonants-pause, 0.166666666667, 0.166666666667, 0.5, 0.5, 0.5, 0.5, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 1.0, 0.0143584161004, 6, 4, 1, 0.0014317579803
fricVoiced-consonants, 0.5, 0.5, 0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0148968545843, 4, 3, 0, 0.000174498795312
fricVoiced-stops, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
nasals-stopsVoiceless, 0.727272727273, 0.727272727273, 0.727272727273, 0.909090909091, 0.909090909091, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00260606595619, 11, 2, 2, 0.000121645113073
trill-stopsVoiceless, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0039452762771, 2, 1, 1, 1.65320781763e-05
fricVoiced-phones, 0.269230769231, 0.423076923077, 0.576923076923, 0.692307692308, 0.769230769231, 0.807692307692, 0.923076923077, 0.961538461538, 1.0, 1.0, 1.0, 0.00868075974019, 26, 15, 9, 0.000299231472616
stopsVoiceless-vowels, 0.510204081633, 0.755102040816, 0.816326530612, 0.918367346939, 0.959183673469, 0.989795918367, 0.989795918367, 0.989795918367, 0.989795918367, 0.989795918367, 1.0, 0.00156159497038, 98, 41, 37, 0.000123831762388
trill-trill, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
approx-vowels, 0.333333333333, 0.507246376812, 0.695652173913, 0.826086956522, 0.927536231884, 0.95652173913, 0.95652173913, 0.971014492754, 0.985507246377, 0.985507246377, 1.0, 0.00163788790889, 69, 31, 24, 0.0002279966164
stopsVoiced-phones, 0.289473684211, 0.473684210526, 0.657894736842, 0.789473684211, 0.921052631579, 0.973684210526, 0.973684210526, 1.0, 1.0, 1.0, 1.0, -0.00835879901937, 38, 9, 25, 0.000151539228026
nasals-nasals, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
phones-fricVoiceless, 0.341772151899, 0.481012658228, 0.696202531646, 0.772151898734, 0.860759493671, 0.898734177215, 0.936708860759, 0.962025316456, 0.987341772152, 1.0, 1.0, -0.00495821891902, 79, 30, 45, 0.000262655209979
fricVoiceless-approx, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0118306650614, 1, 0, 1, 0.0
phones-fric, 0.349056603774, 0.5, 0.72641509434, 0.801886792453, 0.877358490566, 0.915094339623, 0.943396226415, 0.962264150943, 0.981132075472, 0.990566037736, 1.0, -0.00303854666559, 106, 39, 59, 0.000312424819211
vowels-stopsVoiceless, 0.150684931507, 0.328767123288, 0.520547945205, 0.684931506849, 0.849315068493, 0.890410958904, 0.917808219178, 0.931506849315, 0.958904109589, 0.972602739726, 1.0, -0.0153452653229, 73, 4, 67, 0.000182826208442
stopsVoiceless-stopsVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
approx-approx, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
phones-stopsVoiceless, 0.235294117647, 0.392156862745, 0.539215686275, 0.71568627451, 0.833333333333, 0.892156862745, 0.921568627451, 0.941176470588, 0.960784313725, 0.970588235294, 1.0, -0.0131027188012, 102, 12, 80, 0.000219833301335
vowels-fric, 0.363636363636, 0.511363636364, 0.75, 0.840909090909, 0.931818181818, 0.954545454545, 0.965909090909, 0.977272727273, 0.988636363636, 0.988636363636, 1.0, -0.00390348995227, 88, 30, 52, 0.000262069075052
consonants-vowels, 0.435828877005, 0.614973262032, 0.75935828877, 0.863636363636, 0.930481283422, 0.967914438503, 0.978609625668, 0.986631016043, 0.994652406417, 0.994652406417, 1.0, -0.000175396437473, 374, 144, 148, 0.000176728575571
stopsVoiceless-fricVoiceless, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, -0.0282411810901, 2, 0, 2, 0.000375508626568
stops-pause, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
pause-fricVoiceless, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.000841526325279, 2, 0, 1, 7.08166556137e-07
nasals-fricVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
stops-fricVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fricVoiced-fric, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0144313758203, 2, 2, 0, 0.000112562963759
fric-pause, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0143051141018, 1, 1, 0, 0.0
pause-consonants, 0.133333333333, 0.266666666667, 0.333333333333, 0.333333333333, 0.466666666667, 0.666666666667, 0.866666666667, 1.0, 1.0, 1.0, 1.0, -0.0208788214943, 15, 1, 13, 0.000190588595027
pause-trill, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
nasals-fric, 0.0, 0.166666666667, 0.333333333333, 0.333333333333, 0.333333333333, 0.333333333333, 0.666666666667, 0.833333333333, 1.0, 1.0, 1.0, 0.000832499664001, 6, 3, 3, 0.000919762843899
vowels-consonants, 0.422343324251, 0.591280653951, 0.738419618529, 0.841961852861, 0.91825613079, 0.956403269755, 0.964577656676, 0.975476839237, 0.983651226158, 0.986376021798, 1.0, -0.00568984844338, 367, 84, 201, 0.000205320631382
vowels-stops, 0.261682242991, 0.439252336449, 0.607476635514, 0.747663551402, 0.869158878505, 0.92523364486, 0.943925233645, 0.953271028037, 0.971962616822, 0.981308411215, 1.0, -0.0123654096117, 107, 11, 86, 0.000176620273491
stopsVoiced-fricVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
approx-stopsVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
fric-phones, 0.537037037037, 0.685185185185, 0.796296296296, 0.87037037037, 0.907407407407, 0.935185185185, 0.981481481481, 0.990740740741, 1.0, 1.0, 1.0, 0.0025788843201, 108, 44, 29, 0.000158195319818
nasals-consonants, 0.52, 0.6, 0.68, 0.8, 0.8, 0.84, 0.92, 0.96, 1.0, 1.0, 1.0, -0.000888074598936, 25, 7, 7, 0.000299509866373
phones-pause, 0.0714285714286, 0.142857142857, 0.428571428571, 0.571428571429, 0.642857142857, 0.642857142857, 0.785714285714, 0.857142857143, 0.857142857143, 0.857142857143, 1.0, 0.0157823451289, 14, 11, 2, 0.000727887083067
stopsVoiced-stops, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, -0.0261034240891, 2, 0, 2, 8.11382520854e-05
approx-stops, 0.285714285714, 0.285714285714, 0.428571428571, 0.714285714286, 0.714285714286, 0.857142857143, 0.857142857143, 0.857142857143, 0.857142857143, 0.857142857143, 1.0, -0.00995863337087, 7, 2, 4, 0.000511996113537
vowels-stopsVoiced, 0.5, 0.676470588235, 0.794117647059, 0.882352941176, 0.911764705882, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00596748411421, 34, 7, 19, 0.00010329742059
trill-stops, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0039452762771, 2, 1, 1, 1.65320781763e-05
stops-phones, 0.446808510638, 0.673758865248, 0.765957446809, 0.872340425532, 0.936170212766, 0.971631205674, 0.971631205674, 0.985815602837, 0.985815602837, 0.992907801418, 1.0, -0.00129795328648, 141, 51, 65, 0.000172852358522
stopsVoiced-stopsVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
nasals-fricVoiceless, 0.0, 0.166666666667, 0.333333333333, 0.333333333333, 0.333333333333, 0.333333333333, 0.666666666667, 0.833333333333, 1.0, 1.0, 1.0, 0.000832499664001, 6, 3, 3, 0.000919762843899
pause-fric, 0.666666666667, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00191613458104, 3, 1, 1, 1.56814983859e-05
consonants-approx, 0.375, 0.625, 0.875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00196569905314, 8, 2, 4, 8.87197971809e-05
trill-fric, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
stopsVoiceless-pause, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
stops-stops, 0.333333333333, 0.333333333333, 0.333333333333, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 1.0, 1.0, 1.0, 1.0, -0.0175164066465, 3, 0, 3, 0.000201565905178
trill-consonants, 0.333333333333, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 0.666666666667, 1.0, 1.0, 1.0, -0.0171654453447, 3, 1, 2, 0.000360567125804
trill-phones, 0.294117647059, 0.5, 0.676470588235, 0.794117647059, 0.852941176471, 0.911764705882, 0.941176470588, 0.941176470588, 1.0, 1.0, 1.0, -0.00672603097873, 34, 10, 22, 0.000239649417422
vowels-fricVoiceless, 0.375, 0.515625, 0.734375, 0.828125, 0.9375, 0.953125, 0.96875, 0.984375, 1.0, 1.0, 1.0, -0.00660946739233, 64, 21, 40, 0.00016089644061
approx-fricVoiced, 0.666666666667, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.00329514975307, 3, 0, 2, 2.04994490241e-05
fric-nasals, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00822417732347, 4, 2, 0, 0.000169543635518
stopsVoiced-stopsVoiceless, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, -0.0261034240891, 2, 0, 2, 8.11382520854e-05
trill-stopsVoiced, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
